game_id,name,game_slug,price,release_date,platform,description,developer,publisher,genres,Average hours played
651,Verdun,verdun,19.99,2021-07-22T15:00:00.000Z,,Merciless trench warfare immerses you and your squad in intense battles of attack and defense. Verdun is the first multiplayer FPS set in an authentic World War One setting offering a rarely seen battlefield experience.,,,,20819.87
652,Tannenberg,tannenberg,19.99,2021-07-22T15:00:00.000Z,,"Experience authentic First World War action with 64 player battles of maneuver on the Eastern Front. Grab your rifle, ready your sabre and keep your gas mask close as you prepare to play a part in one of the most significant conflicts in history!",,,,7814.14
653,"Warhammer 40,000: Battlesector",warhammer-40000-battlesector,39.99,2021-07-22T17:00:00.000Z,Windows,"Experience every bone-rattling explosion and soul-crushing charge in Warhammer 40,000: Battlesector, the definitive battle-scale game of turn-based strategy and fast-paced combat that takes you to the battlefields of the 41st Millenium.",Black Lab Games,Slitherine Ltd.,"STRATEGY,TURN_BASED",18265.46
654,The Forgotten City,the-forgotten-city,24.99,2021-07-28T07:30:00.000Z,Windows,"Travel 2,000 years into the past and relive the final days of a cursed Roman city, where if one person sins, everyone dies. Unravel the mystery at the city’s heart by exploiting its deadly time loop, questioning locals, exploring, and solving puzzles.",Modern Storyteller,Plug In Digital,"ACTION,RPG,INDIE",15184.85
655,Chernobylite,chernobylite,29.99,2021-07-28T10:00:00.000Z,,"Chernobylite is a sci-fi survival horror RPG with challenging combat and a unique crafting mechanic. Set in the hyper-realistic, 3D-scanned wasteland of Chernobyl’s Exclusion Zone, explore a non-linear storyline in your search to uncover the truth.",,,,19607.68
656,Unbound: Worlds Apart,unbound-worlds-apart,19.99,2021-07-28T17:00:00.000Z,Windows,"Summon portals to overcome vicious beasts, devious puzzles and fiendish platforming challenges. Master the unique powers of each portal to stop the collapse of reality, while exploring lush, hand-drawn worlds and unraveling a deep narrative full of mysteries.",Alien Pixel Studios,Alien Pixel Studios,"PLATFORMER,PUZZLE,INDIE",11392.17
657,OMNO,omno,18.99,2021-07-29T00:00:00.000Z,Windows,"Omno is a single-player journey of discovery through an ancient world of wonders. Full of puzzles, secrets and obstacles to overcome, where the power of a lost civilisation will carry you through forests, deserts and tundras - even to the clouds.",,,"ADVENTURE,PLATFORMER,INDIE",58747.93
658,Fuga: Melodies of Steel,fuga-melodies-of-steel,39.99,2021-07-29T01:00:00.000Z,,"We have to fight! If we don't, everyone we love will be taken away!  One fateful night, a peaceful village is thrown into the flames of war. Determined to save their families, a group of children boards a giant tank and begins an offensive charge!",,,,57061.75
659,Train Sim World® 2,train-sim-world-2,29.99,2021-07-29T15:00:00.000Z,Windows,"The evolution of train simulation! Master iconic locomotives on high-speed services, long freight hauls or precise commuter traffic, and get creative with customisation tools in this advanced sequel. Climb into the cab in Train Sim World 2.",Dovetail Games,Dovetail Games,"SIMULATION,SINGLE_PLAYER",13682.20
660,Mothergunship,mothergunship,24.99,2021-07-29T15:00:00.000Z,Windows,"MOTHERGUNSHIP is a bullet-hell FPS where you craft your own guns, fight huge bosses, and defeat a robotic alien armada that conquered Earth. Face off against overwhelming odds in brutal, non-stop combats where thinking on your feet is the only way to survive.",Terrible Posture Games,Versus Evil,"ACTION,SHOOTER,FPS",46617.77
661,Banners of Ruin,banners-of-ruin,19.99,2021-07-29T17:00:00.000Z,Windows,"Build a deck and fight a series of turn-based combats with up to 6 party characters through the city of Dawn's Point. Each character can unlock a set of unique cards and abilities that can augment your deck in powerful, exciting ways.",MonteBearo,Goblinz Publishing,"CARD_GAME,STRATEGY,ROGUE_LIKE",32925.76
662,No Longer Home,no-longer-home,14.99,2021-07-30T12:00:00.000Z,,"A game about letting go of the life you've built due to circumstances beyond your control. Immerse yourself in the lives of Bo and Ao and learn about their dreams, frustrations and fears. Welcome the magic of the everyday and somewhat extraordinary.",,,,6150.57
663,GRIME,grime,24.99,2021-08-02T13:00:00.000Z,Windows,"GRIME is a fast, unforgiving Action-Adventure RPG in which you crush your foes with living weapons that mutate form and function, and then consume their remains with a black hole to strengthen your vessel as you break apart a world of anatomical intrigue.",Clover Bite,Akupara Games,"ACTION,PLATFORMER,METROIDVANIA",14448.90
664,Neon City Riders: Super-powered Edition,neon-city-riders,14.99,2021-08-03T16:20:00.000Z,Windows,Explore a post-cyberpunk decaying city searching for new abilities and bizarre companions to free all its turfs from a group of vicious super powered gangs.,Mecha Studios,Mecha Studios,"ACTION,ADVENTURE,OPEN_WORLD",22088.31
665,Drone Racing League®,the-drone-racing-league-simulator,9.99,2021-08-04T17:00:00.000Z,"Windows,Mac","DRL Simulator® is the premier first-person view (FPV) racing game and simulator.  DRL SIM® offers a robust, evolving feature set, including high-intensity drone racing. It packs tracks that DRL's real world pilots compete on, with more added every season.",The Drone Racing League,The Drone Racing League,"RACING,SIMULATION,MULTIPLAYER",12548.29
666,Dreamscaper,dreamscaper,24.99,2021-08-05T13:00:00.000Z,,"By night, delve deep into your subconscious and discover powerful artifacts to conquer your nightmares. By day, explore the city of Red Haven and build relationships to unlock the power of your dreams. DREAM. DIE. WAKE. REPEAT.",,,,26341.35
667,The Falconeer: Standard Edition,the-falconeer,19.99,2021-08-05T13:00:00.000Z,Windows,"Soar through the skies aboard a majestic warbird, explore a stunning oceanic world and engage in epic aerial dogfights, in this BAFTA nominated air combat game from solo developer, Tomas Sala.",Tomas Sala,Wired Productions,"ACTION,INDIE,OPEN_WORLD",27422.53
668,Death Trash,death-trash,19.99,2021-08-05T15:00:00.000Z,"Windows,Mac","Death Trash features a post-apocalyptic world where cosmic horrors long for humanity but meet punks with shotguns. It combines old-school role-playing, modern action gameplay and player freedom. Create your own character and explore a handcrafted world.",Crafting Legends,Crafting Legends,,9415.95
669,House Flipper,house-flipper,24.99,2021-08-05T17:00:00.000Z,Windows,"House Flipper is a unique chance to become a one-man renovation crew. Buy, repair and remodel devastated houses. Give them a second life and sell them at a profit!",Empyrean,Frozen District,"SIMULATION,CASUAL,INDIE",21173.78
670,Synergia,synergia,11.99,2021-08-10T16:00:00.000Z,"Windows,Mac","Synergia is a yuri thriller visual novel that takes place in a cyberpunk future, wrapped up in a beautifully unique, vibrant neon aesthetic. At the end of the world, sometimes love is the ultimate crime.",,,"RPG,INDIE,CASUAL",59194.18
671,Black Book,black-book,24.99,2021-08-10T17:00:00.000Z,,"“Black Book” is a dark RPG Adventure, based on Slavic myths, in which you play as a young sorceress. Fight evil forces in card-based battles and explore the world, where humans live alongside mythological creatures.",,,,7668.60
672,Atrio: The Dark Wild,atrio-the-dark-wild,19.99,2021-08-10T17:00:00.000Z,Windows,"Survival meets Automation. Bend nature to your will by capturing deadly creatures and exploiting an unforgiving, perpetually dark world. Can you survive long enough to turn the lights back on?",,,,29962.75
673,Boyfriend Dungeon,boyfriend-dungeon,19.99,2021-08-11T17:00:00.000Z,"Windows,Mac OS",Date your weapons! Capture the hearts of seven different swords to level them up in this “shack-and-slash” dungeon crawling adventure. Stay sharp with generated action-combat dunj challenges.,Kitfox Games,Kitfox Games,,35691.48
674,Garden Story,garden-story,19.99,2021-08-11T17:00:00.000Z,,"Unify a broken community as the newly-appointed Guardian of The Grove. Traverse a vibrant island to combat invasive Rot, inspire its inhabitants, and rebuild your home. You won't have to do this alone: fruity friends await, ready to lend a hand!",,,,30880.62
675,Axiom Verge 2,axiom-verge-2,19.99,2021-08-11T19:00:00.000Z,Windows,"In this sequel to the critically acclaimed Axiom Verge, you explore an alternate Earth-like world, replete with the ruins of an ancient, high-tech civilization.  But something else is lurking just past the fringes of reality, waiting to pull you in.",Thomas Happ Games LLC,Thomas Happ Games LLC,"METROIDVANIA,ADVENTURE,INDIE",18725.52
676,FORECLOSED,foreclosed,16.99,2021-08-12T13:00:00.000Z,Windows,"FORECLOSED is a narrative-driven action-adventure set in a Cyberpunk world filled with action, suspense and experimental augmentations. Follow the story of Evan Kapnos in this comic book styled game as he unravels the conspiracy behind his identity foreclosure",,,"ACTION,ADVENTURE,RPG",25720.38
677,The Last Show of Mr. Chardish,the-last-show-of-mr-chardish,9.99,2021-08-12T13:00:00.000Z,Windows,"Decades have passed and the Actress, Ella, returns to the abandoned theatre to uncover a preserved collection of extraordinary performances. Explore a variety of magical, hand-painted worlds as you collect the lost pieces of the past.",,,,33449.73
678,Voidtrain,voidtrain,29.99,2021-08-12T17:00:00.000Z,,"Become a crew member of an interdimensional express! Discover a mysterious world inhabited by deadly creatures, treasures, and much more. Gather materials, upgrade your train, and create better weapons. Play solo or in 4 player co-op!",,,,6339.62
679,Road 96,road-96,19.96,2021-08-16T12:00:00.000Z,Windows,Hitchhike your way to freedom in this crazy procedurally generated road trip made by renowned indie creators. No one's road is the same!,Digixart,Ravenscourt,"ADVENTURE,INDIE,SINGLE_PLAYER",48128.66
680,Fort Triumph,fort-triumph,19.99,2021-08-17T01:00:00.000Z,,"A strategy game combining the turn-based combat of XCOM with the world exploration of HOMM. Build towns, collect artifacts, improve your heroes, and influence your tactical surroundings using physics!",,,,57377.42
681,HUMANKIND™ Standard Edition,humankind,49.99,2021-08-17T14:00:00.000Z,"Windows,Mac","HUMANKIND™ is a historical strategy game, where you’ll be re-writing the entire narrative of human history and combining cultures to create a civilization that’s as unique as you are.",AMPLITUDE Studios,SEGA,"STRATEGY,TURN_BASED,4X",17815.29
682,Transport Fever 2,transport-fever-2,39.99,2021-08-18T14:00:00.000Z,"Windows,Mac","The classic transport simulation genre has a new gold standard with Transport Fever 2. Discover a whole new world by navigating transport routes through land, water and air. May progress and prosperity find their way!",Urban Games,Good Shepherd Entertainment,"SINGLE_PLAYER,SIMULATION",37685.58
683,The Vale: Shadow of the Crown,the-vale-shadow-of-the-crown,19.99,2021-08-19T12:00:00.000Z,,"The Vale is a story driven, action-adventure that utilizes 3D audio and haptic controller feedback to deliver visceral gameplay.  As an audio based game, The Vale sets out to provide a truly novel experience for visually impaired and sighted gamers alike.",,,,36188.72
684,8Doors: Arum's Afterlife Adventure,8doors-arums-afterlife-adventure,19.99,2021-08-19T12:30:00.000Z,,"8Doors is a story-driven Metroidvania-style platformer influenced by Korean folktales. Play as ‘Arum’, a brave girl who entered the afterlife to find her father’s soul. Guide her through the '8 Doors of Purgatory' to solve the mysteries that lie within.",,,,39909.96
685,Recompile,recompile,19.99,2021-08-19T14:00:00.000Z,Windows,"This atmospheric, Metroidvania hacking adventure lets you take control of a semi-sapient program struggling against deletion. Recompile features intense combat, tight 3D platforming, super-powered abilities and an environmental logic -based hacking mechanic.", Phigames,Dear Villagers,"ACTION,INDIE,ADVENTURE",47182.76
686,Void Bastards,void-bastards,29.99,2021-08-19T15:00:00.000Z,,Void Bastards is a revolutionary new strategy-shooter that will test your wits as well as exercise your aim. Can you lead the misfit prisoners of the Void Ark through the derelict spaceships?,,,,10591.77
687,Yooka-Laylee,yooka-laylee,39.99,2021-08-19T15:00:00.000Z,Windows,"Yooka-Laylee is an all-new open-world platformer from genre veterans Playtonic! Explore huge, beautiful worlds, meet an unforgettable cast of characters and horde a vault-load of collectibles as buddy-duo Yooka and Laylee embark on an epic adventure!",Playtonic,Team17,"ADVENTURE,INDIE,PLATFORMER",25130.35
688,OHDcore Mod Kit,ohdcore-mod-kit,0.00,2021-08-20T16:33:38.000Z,,"OHDcore is built on top of Unreal Engine 4. Utilize the tools and workflow your team is already familiar with in Unreal Engine, enhanced with the features of OHDcore. Don't reinvent the wheel, use OHDcore to speed up development of your next Unreal project.",,,"MULTIPLAYER,SINGLE_PLAYER,FPS",26758.20
689,Jetboard Joust,jetboard-joust,9.99,2021-08-20T17:00:00.000Z,"Windows,Mac","Fast & fluid arcade-style shooter with roguelike elements! Take flight on a rocket-powered jetboard, blast aliens with a ridiculous arsenal. Face off against massive, multi-stage bosses. Jetboard Joust resurrects the arcade spirit for the 21st century!",Bitbull LTD,Freedom Games ,,44607.35
690,Operation: Tango,operation-tango,19.99,2021-08-24T13:00:00.000Z,windows,"It takes two to save the world in this Asymmetrical Spy Thriller. Pair up with a friend as a special agent or elite hacker, and work together to bring a high-tech global menace to its knees.",Clever Plays Studio,Clever Plays Studio,"CO_OP,INDIE,ACTION",25476.11
691,King's Bounty II,kings-bounty-ii,49.99,2021-08-24T17:00:00.000Z,Windows,"Darkness descends over the world of Nostria. Conspiracies, sabotage, and necromancy are overshadowing the country. But maybe a saviour – the kingdom's last hope – is already here, to fight back and finally restore peace and order in Nostria!",1C Entertainment,"Prime Matter,1C Entertainment","RPG,FANTASY,TURN_BASED",75209.88
692,Behind the Frame: The Finest Scenery,behind-the-frame-the-finest-scenery,12.99,2021-08-25T13:00:00.000Z,,"Guide brush strokes and solve a variety of puzzles to help an aspiring artist complete her masterpiece. As her painting starts to take shape, uncover an emotional tale of chance and artistry revealed behind unrelated yet familiar moments.",,,,18116.93
693,Blaster Master Zero 3,blaster-master-zero-3,14.99,2021-08-26T07:00:00.000Z,,"The Pinnacle of Mutant Blasting Action Is Here! — Blaster Master Zero 3's hybrid of sidescrolling and top-down action is back for its 3rd chapter, and more intense than ever before!",,,,34523.48
694,The Magnificent Trufflepigs,the-magnificent-trufflepigs,11.99,2021-08-26T14:00:00.000Z,,"The Magnificent Trufflepigs is a first-person, metal-detecting narrative game. It combines laid-back detecting and exploration with a dramatic story, all set in a beautiful English countryside. It’s a game about trying to find something.",,,,28610.81
695,Automachef,automachef,14.99,2021-08-26T15:00:00.000Z,Windows,"Welcome to Automachef, a resource management puzzler where you design kitchens, program machinery and watch your genius come to life! It’s time to engineer tomorrow’s kitchen, today!", Hermes Interactive,Team17,"INDIE,SIMULATION,SINGLE_PLAYER",16707.70
696,Myst,myst,29.99,2021-08-26T16:00:00.000Z,,"Cyan, the indie studio that created beloved classics Myst and Riven, has reimagined Myst, built from the ground up to play in 2D/VR! Journey to the Ages, unravel puzzles, and be a part of the surrealistic adventure that will become your own.",,,,12127.75
697,Townscaper,townscaper,5.99,2021-08-26T19:00:00.000Z,Windows,"Build quaint island towns with curvy streets. Build small hamlets, soaring cathedrals, canal networks, or sky cities on stilts. Block by block.  No goal. No real gameplay. Just plenty of building and plenty of beauty. That's it.",Oskar Stålberg,Raw Fury,"CASUAL,SIMULATION,INDIE",33362.68
698,Tinytopia,tinytopia,14.99,2021-08-30T12:00:00.000Z,"Windows,Mac",Construct charming toy towns and cities atop tiny terrain. Combine building blocks to create new megastructures. Test your skills in the physics-based Challenge stages or simply unwind and obliterate everything with an array of cute catastrophes!,MeNic Games,Mastiff,,9618.80
699,Comanche,comanche,19.99,2021-08-30T17:00:00.000Z,Windows,"Comanche is a modern helicopter shooter set in an alternative future. Fight in the evolving singleplayer campaign, master your skills in Conflicts missions, or compete with other players in the explosive team-based multiplayer modes.","NUKKLEAR, Ashborne Games",THQ Nordic,,32409.44
700,The Big Con,the-big-con,14.99,2021-08-31T12:00:00.000Z,Windows,The Big Con,Mighty Yell,Skybound Games,"INDIE,ADVENTURE,COMEDY",31330.48
701,Train Life: A Railway Simulator,train-life,14.99,2021-08-31T13:00:00.000Z,Windows,"For the first time in railroad simulation, play as both the driver and company director! Take the controls of your locomotives and grow your railway empire by negotiating deals and developing your network.",,,,44743.32
702,Vigil: The Longest Night,vigil-the-longest-night,21.99,2021-08-31T17:00:00.000Z,Windows,"Battle through the longest night as Leila a member of the Vigilant Order and uncover the truth behind the eternal darkness, Leila's mysterious sister, and the eldritch horrors that stalk her in a world that has forgotten daylight.",,,,30666.93
703,Lake,lake,19.99,2021-09-01T16:00:00.000Z,,"It's 1986 - Meredith Weiss takes a break from her career in the big city to deliver mail in her hometown. How will she experience two weeks in beautiful Providence Oaks, with its iconic lake and quirky community? And what will she do next? It's up to you.",,,,39289.97
704,Redout: Space Assault,redout-space-assault,9.99,2021-09-01T17:00:00.000Z,Windows,Redout: Space Assault,34BigThings,34BigThings,"ARCADE,SHOOTER,SPACE_SIM",42032.58
705,Redout: Solar Challenge Edition,redout-solar-challenge-edition,29.99,2021-09-01T17:00:00.000Z,Windows,Redout: Solar Challenge Edition,34BigThings,34BigThings,"ARCADE,RACING,SINGLE_PLAYER",15623.66
706,WRC 10 FIA World Rally Championship,wrc-10,49.99,2021-09-02T12:00:00.000Z,Windows,"Hailed by the community, the standard-setting off-road racing simulation has been reinvented! Reach the 2021 season podium, and to celebrate the 50th anniversary of the WRC, relive the highlights at the wheel of legendary cars. Rise to the challenge!",,,"RACING,SIMULATION,SPORTS",1927.88
707,Colt Canyon,colt-canyon,14.99,2021-09-02T15:00:00.000Z,Windows,"Shoot your way through a hostile canyon full of hidden treasures, weapons, obstacles and all kinds of bloodthirsty scum! A stylish pixel art shooter with rogue-like elements and real-time combat where you save your kidnapped partner from the ruthless bandits.",Retrific,Headup,,27313.90
708,Dead Age 2,dead-age-2,17.99,2021-09-02T15:00:00.000Z,"Windows,Mac","Dead Age 2 is a unique combination of survival, management, Rogue-Like events, turn-based combat, classic role-playing game with tons of quests and a story in which your decisions directly affect plot progression!",Silent Dreams,Headup,,7426.16
709,Yoku's Island Express,yokus-island-express,19.99,2021-09-02T15:00:00.000Z,Windows,"Meet Yoku, the pint-sized postman protagonist of Yoku's Island Express! Use a unique blend of pinball mechanics, platforming and open world exploration to unlock the secrets of Mokumana Island.", Villa Gorilla,Team17,"INDIE,METROIDVANIA,ADVENTURE",8387.20
710,Pathfinder: Wrath of the Righteous,pathfinder-wrath-of-the-righteous,49.99,2021-09-02T16:00:00.000Z,"Windows,Mac","Embark on a journey to a realm overrun by demons in a new epic RPG from the creators of Pathfinder: Kingmaker. Explore the nature of good and evil, learn the true cost of power, and rise as a Mythic Hero capable of deeds beyond mortal expectations.",Owlcat Games,META Publishing,"TURN_BASED,RPG,SINGLE_PLAYER",36311.12
711,Asemblance: Oversight,asemblance-oversight,7.99,2021-09-03T15:00:00.000Z,,"""Asemblance: Oversight"" is a first-person exploration and puzzle-based game.  You are part of a team of scientists and engineers charged with using a classified technology to aid in recreating the human mind.",,,,40804.32
712,Kraken Academy,kraken-academy,17.99,2021-09-03T16:00:00.000Z,,"Make friends, free spirits and make sure that the world doesn’t end! Welcome to Kraken Academy, a fever dream that for legal reasons can only be described as ""technically a school."" Join forces with a magical kraken to manipulate a time loop and save the world",,,,46430.12
713,Sonic Colors: Ultimate,sonic-colors-ultimate,39.99,2021-09-07T13:00:00.000Z,,Join Sonic in the high-speed adventure of a lifetime across a colorful interstellar amusement park. Color the Universe in Sonic Colors: Ultimate!,,,,68147.52
714,Encased,encased,29.99,2021-09-07T17:00:00.000Z,Windows,"A tactical sci-fi RPG set in an alt-1970's, where an enormous and inexplicable artifact –the Dome– is discovered in a remote desert. Fight enemies, explore the anomalous wasteland, level up your character & join one of the forces in the ruined world.", Dark Crystal Games, Prime Matter,"SINGLE_PLAYER,RPG,ADVENTURE",51229.33
715,Dishonored - Definitive Edition,dishonored-definitive-edition,19.99,2021-09-09T15:00:00.000Z,Windows,"Experience the definitive Dishonored collection. This complete compilation includes Dishonored as well as all of its additional content - Dunwall City Trials, The Knife of Dunwall, The Brigmore Witches and Void Walker’s Arsenal.",Arkane Studios,Bethesda Softworks,"SINGLE_PLAYER,STEALTH,ACTION",9755.91
716,Prey,prey,39.99,2021-09-09T15:00:00.000Z,Windows,"In Prey, you awaken aboard Talos I, a space station orbiting the moon in the year 2032. You are the key subject of an experiment meant to alter humanity forever – but things have gone terribly wrong.",Arkane Studios,Bethesda Softworks,"SINGLE_PLAYER,ACTION,ADVENTURE",42659.63
717,Dark Light,dark-light,14.99,2021-09-09T15:00:00.000Z,"Windows,Mac","A Sci-fi 2D action-platformer, metroidvania, souls-like game. Explore the apocalypse cyberpunk world full of supernatural beings, some of them are only visible in the light source of your drones. Kill, gain, upgrade, get stronger in the dark world! ","Mirari&Co.pty,ltd.",Mirari & Co.,"ACTION,INDIE,HORROR",22303.50
718,Wolfenstein: The Old Blood,wolfenstein-the-old-blood,19.99,2021-09-09T15:00:00.000Z,Windows,"Wolfenstein®: The Old Blood is a standalone prequel to the critically acclaimed first-person action-adventure shooter, Wolfenstein®: The New Order. ",Machine Games,Bethesda Softworks,"SINGLE_PLAYER,SHOOTER,ACTION",66635.56
719,Sheltered,sheltered,14.99,2021-09-09T15:00:00.000Z,Windows,"Sheltered is a deep and emotional survival management game. You take on the role of protecting four family members who, after a global apocalypse, have found their way to a deserted shelter. ",Unicube,Team17,"STRATEGY,RPG",33495.46
720,Nioh: The Complete Edition,nioh-the-complete-edition,49.99,2021-09-09T15:00:00.000Z,Windows,"Ready to die? Experience a brutal action game from Team NINJA and Koei Tecmo Games. In the age of samurai, a lone traveler must fight his way through the vicious warriors and supernatural Yokai that infest the land in order to find that which he seeks. ","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","ACTION,RPG,CO_OP,SINGLE_PLAYER",23902.81
721,Hamsterdam,hamsterdam,4.99,2021-09-09T15:00:00.000Z,Windows,"An arcade brawler where you become the Hamster-fu master to save the town of Hamsterdam. Will you be the hero your town needs? Will you defeat the whisker twister in chief, the vile Chinchilla Marlo? You bet your bushy tail!",Muse Games,,"ACTION,INDIE,FIGHTING",51176.19
722,Wolfenstein: The New Order,wolfenstein-the-new-order,19.99,2021-09-09T15:00:00.000Z,Windows,"Wolfenstein®: The New Order reignites the series that created the first-person shooter genre. Set against a backdrop of an alternate 1960s, discover an unfamiliar world ruled by a familiar enemy—one that has changed and twisted history as you know it.",Machine Games,Bethesda Softworks,"SINGLE_PLAYER,SHOOTER,ACTION",14762.60
723,Dice Legacy,dice-legacy,19.99,2021-09-09T16:00:00.000Z,Windows,"Dice Legacy is a dice-based survival city builder set on a mysterious ringworld.   Roll and use your dice to gather resources, expand and defend your settlement, survive the winter and interact with the strange inhabitants of this eerie world.", DESTINYbit,Ravenscourt,"STRATEGY,INDIE,BASE_BUILDING",15236.84
724,Terrain of Magical Expertise,terrain-of-magical-expertise,24.99,2021-09-09T17:00:00.000Z,,"TOME – Terrain of Magical Expertise – is a game about a game! Take on the role of a White-Hat Hacker, battling your way through a turn-based RPG adventure with hundreds of unique enemies, doing anything it takes to achieve victory in the Campaign of Champions!",,,,22112.48
725,Niche - a genetics survival game,niche-a-genetics-survival-game,17.99,2021-09-15T15:00:00.000Z,"Windows,Mac","Niche - a genetics survival game is a turn-based strategy game combined with simulation and roguelike elements. Shape your species of animals based on real genetics. Keep them alive against all odds, such as predators, climate change and spreading sickness.",Stray Fawn Studio,Stray Fawn Studio,"SIMULATION,STRATEGY,SURVIVAL",25013.18
726,Timberborn,timberborn,24.99,2021-09-15T15:00:00.000Z,Windows,"Humans are long gone. Will your lumberpunk beavers do any better? A city-building game featuring ingenious animals, vertical architecture, river control, and deadly droughts. Contains high amounts of wood.",Mechanistry,Mechanistry,"EARLY_ACCESS,CITY_BUILDER,BASE_BUILDING",43478.46
727,Eastward,eastward,24.99,2021-09-16T07:00:00.000Z,"Windows,Mac","Welcome to the charming world of Eastward - population declining! Explore a society on the brink of collapse. Discover delightful towns, strange creatures and even stranger people! Wield a trusty frying pan and mystic powers on an adventure into the unknown…",,,,14400.91
728,Gamedec,gamedec,29.99,2021-09-16T16:00:00.000Z,Windows,"Gamedec is a single-player cyberpunk isometric RPG. You are a game detective, who solves crimes inside virtual worlds. Use your wits to gather info from your witnesses and suspects, getting to the bottom of deceptive schemes. You are the sum of your choices.",,,"RPG,SINGLE_PLAYER,ADVENTURE",70179.86
729,Everhood,everhood,9.99,2021-09-16T18:00:00.000Z,Windows,An UNCONVENTIONAL ADVENTURE RPG that takes place in an inexpressible world filled with amusing musical battles and strange delightful encounters. To put it simply: You are in for a ride.,,,,22741.32
730,TOEM,toem,19.99,2021-09-17T13:00:00.000Z,"Mac,Windows",Set off on a delightful expedition and use your photographic eye to uncover the mysteries of the magical TOEM in this hand-drawn adventure game. Chat with quirky characters and solve their problems by snapping neat photos!,,,,18067.81
731,Severed Steel,severed-steel,24.99,2021-09-17T17:00:00.000Z,,"A stylish single-player FPS featuring a fluid stunt system, destructible voxel environments, loads of bullet time, a unique one-armed protagonist, and a dark electronic soundtrack.",,,,28578.57
732,Kena: Bridge of Spirits,kena-bridge-of-spirits,39.99,2021-09-21T04:00:00.000Z,Windows,"A story-driven, action adventure combining exploration with fast-paced combat. As Kena, players find and grow a team of charming spirit companions called the Rot, enhancing their abilities and creating new ways to manipulate the environment.",Ember Lab,Ember Lab,"ACTION,EXPLORATION,ADVENTURE",21801.67
733,World War Z Aftermath,world-war-z,39.99,2021-09-21T13:00:00.000Z,Windows,World War Z: Aftermath is the ultimate co-op zombie shooter and the next evolution of the original hit World War Z that has now captivated over 15 million players. Fight off hordes of ravenous zombies in intense story episodes across new zombie-ravaged locations around the world.,Saber Interactive,Mad Dog Games,"CO_OP,MULTIPLAYER,SHOOTER",15815.03
734,Guild Of Ascension,guild-of-ascension,14.99,2021-09-21T14:00:00.000Z,Windows,"Guild of Ascension is a Tactical-Action-RPG with rogue-lite elements, mixing turn-based combat with real-time action combo system. Craft weapons, learn skills, befriend critters, encounter bizarre creatures, fight giant Bosses in your Ascension of the Tower!",WhileOne Productions,PID Games,"ROGUE_LITE,STRATEGY,SINGLE_PLAYER",54332.36
735,Jaws of Extinction,jaws-of-extinction,19.99,2021-09-22T13:00:00.000Z,Windows,"The island of Eden-Nadir, has fallen to a vicious mind consuming fungal parasite. Fight through the ashes of humanity to track down the truth behind the infection as one of four playable survivors before the outbreak spreads throughout the world.",,,,54383.88
736,Beast Breaker,beast-breaker,14.99,2021-09-23T04:00:00.000Z,,"Beast Breaker is a new turn-based action adventure from the creator of Threes. You play as a tiny warrior named Skipper, tasked with defending innocents from giant mosaic Beasts that threaten to destroy everything.",,,,25945.87
737,Fisti-Fluffs,fisti-fluffs,19.99,2021-09-23T07:00:00.000Z,,Fisti-Fluffs is an adorable physics-based party game where you tussle with other cats and destroy the environments in frenetic over-the-top battles.,,,,44249.05
738,EVE Online,eve-online,0.00,2021-09-23T13:00:00.000Z,,"EVE Online is a free-to-play community driven space MMO where players can choose their own path from countless options. Experience space exploration, immense PvP and PvE battles, mining, industry and a thriving player economy in an ever-expanding sandbox!",,,,23592.66
739,The Plane Effect,the-plane-effect,14.99,2021-09-23T13:00:00.000Z,Windows,"A dystopian isometric adventure, following a lonely office worker as he attempts to return home in the face of impossible odds. Experience a remarkable journey expertly brought to life with gorgeous visuals, crafted and tailored by VFX experts.",,,,19841.67
740,Sable,sable,24.99,2021-09-23T13:00:00.000Z,,"Embark on a unique and unforgettable journey and guide Sable through her Gliding; a rite of passage that will take her across vast deserts and mesmerizing landscapes, capped by the remains of spaceships and ancient wonders.",,,,25663.46
741,Mind Scanners,mind-scanners,16.99,2021-09-23T13:00:00.000Z,"Windows,Mac",Mind Scanners is a retro-futuristic psychiatry simulation in which you diagnose the citizens of a dystopian metropolis. Locate a host of other-worldly characters and use arcade-style treatment devices to help them. ,,,,35544.20
742,Warhammer Age of Sigmar: Storm Ground,warhammer-age-of-sigmar-storm-ground,19.99,2021-09-23T14:00:00.000Z,,Warhammer Age of Sigmar: Storm Ground,,Focus Entertainment,,21775.56
743,The Surge,the-surge,14.99,2021-09-23T14:00:00.000Z,,"Welcome to CREO, the megacorporation saving our world! A catastrophic event has knocked you out during the first day on the job… you wake up equipped with a heavy-grade exoskeleton, in a destroyed section of the complex.",,,,13562.97
744,Nioh 2 – The Complete Edition,nioh-2-the-complete-edition,49.99,2021-09-23T14:56:18.000Z,Windows,Battle hordes of yokai in this masocore Action RPG. Create your protagonist and embark on an adventure across Japan. Utilize the new Yokai Shift ability to defeat even ferocious yokai and be prepared to brave through Dark Realms created by your enemies.,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","ACTION,RPG,SINGLE_PLAYER,MULTIPLAYER,CO_OP",10436.55
